official_id,prcp (mm/day),high_prcp_freq (fraction),low_prcp_freq (fraction),high_prcp_duration (days),low_prcp_duration (days),tmax (degrees c),tmin (degrees c),vp (pa),pet (mm/day),swe (kg/m2),srad (w/m2),dayl (s),region,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,elevation_m,n_daymet_concurrent_hyd_years,mean_annual_uar_hyd,mean_annual_log_uar_hyd,median_annual_uar_hyd,median_annual_log_uar_hyd,stdev_annual_uar_hyd,stdev_annual_log_uar_hyd,mad_annual_uar_hyd,mad_annual_log_uar_hyd,min_nonzero_uar,max_uar,min_nonzero_discharge,max_discharge,active
12108500,4.353000164031982,0.0304,0.5082,1.371,4.475,15.063699,5.27667,913.74915,2.1825774,0.18662293,256.59274,43200.16,WWA,81.1,-121.985404306814,47.2280618812949,-1215.57,0.44509,0.22,0.08,0.15,0.05,0.34,0.17,0.0,0.0,-0.01,0.23,0.07,0.14,0.05,0.34,0.17,0.0,0.0,0.0,0.25,0.05,0.14,0.05,0.32,0.18,0.0,0.0,0.01,4.3961148,279.876435487985,259.55609,44,23.0879020690918,2.8102917671203613,15.96092700958252,2.770143747329712,24.580760955810547,0.7737460136413574,14.919509887695312,0.6373900771141052,2.9527714252471924,666.3687133789062,0.2095443159341812,47.28905487060547,True
12109500,3.681999921798706,0.0393,0.5513,1.315,4.44,15.403553,6.253786,957.14294,2.162049,0.049030144,256.65427,43200.16,WWA,17.4,-122.117005951468,47.4099445869023,-1399.51,3.36042,0.38,0.07,0.11,0.03,0.04,0.22,0.16,0.0,-0.01,0.38,0.07,0.11,0.03,0.04,0.23,0.16,0.0,-0.02,0.37,0.06,0.11,0.03,0.04,0.24,0.16,0.0,-0.01,2.1409605,98.4750621684027,159.68007,2,8.068991661071777,1.863248467445373,5.754350662231445,1.7499562501907349,8.319864273071289,0.5933482646942139,4.4107666015625,0.4699362218379974,2.535510778427124,126.59571838378906,0.0399266891181468,1.993502736091613,False
12110000,3.5190000534057617,0.0401,0.558,1.304,4.546,15.533132,6.3524675,957.14075,2.174093,0.04177584,257.5739,43200.16,WWA,56.5,-122.143452462011,47.4011670229901,-1424.96,1.24572,0.16,0.04,0.09,0.05,0.05,0.55,0.06,0.0,0.0,0.17,0.04,0.09,0.05,0.05,0.55,0.06,0.0,-0.01,0.16,0.04,0.09,0.05,0.04,0.56,0.06,0.0,0.0,2.9720249,146.125884537126,141.91992,2,12.231536865234377,2.137033700942993,9.206929206848145,2.219956398010254,14.672785758972168,0.8205514550209045,8.145905494689941,0.6974492073059082,2.354044437408448,235.9275665283203,0.1274255961179733,12.77087688446045,False
12110400,3.921000003814697,0.0362,0.5339,1.308,4.425,15.486662,6.0217104,950.4411,2.185506,0.058577694,256.6985,43200.16,WWA,2.9,-122.063289822876,47.3631472631068,-1495.0,0.0,0.13,0.07,0.12,0.05,0.04,0.51,0.07,0.0,0.01,0.11,0.07,0.11,0.05,0.04,0.55,0.07,0.0,0.0,0.07,0.07,0.12,0.05,0.04,0.58,0.08,0.0,-0.01,2.9579239,223.147339396721,162.13799,2,28.794523239135746,3.1706228256225586,25.83649635314941,3.2517881393432617,16.79511260986328,0.6440019011497498,14.030072212219238,0.5491048097610474,5.261823177337647,89.16741943359375,0.0472890548408031,0.8013654351234436,False
12110500,3.4560000896453857,0.0406,0.5615,1.299,4.561,15.58061,6.388024,957.0175,2.178696,0.039416928,257.963,43200.16,WWA,40.3,-122.153473176802,47.3955718933359,-1436.11,0.31606,0.07,0.03,0.09,0.05,0.05,0.69,0.01,0.0,0.01,0.07,0.03,0.09,0.05,0.05,0.69,0.01,0.0,0.01,0.07,0.03,0.08,0.05,0.05,0.7,0.01,0.0,0.01,3.3744462,166.311557238484,134.0434,2,24.64508056640625,3.0382556915283203,23.48617935180664,3.156412124633789,14.45474910736084,0.5877688527107239,11.106621742248535,0.5025909543037415,6.908176422119141,100.42366790771484,0.2415423095226287,3.511283159255981,False
12111500,4.306000232696533,0.032,0.5136,1.321,4.478,15.234344,5.6445656,934.8219,2.1776097,0.10092947,256.4215,43200.16,WWA,22.0,-122.01099347314,47.3157267128002,-1487.96,5.24695,0.42,0.13,0.11,0.06,0.04,0.19,0.05,0.0,0.0,0.42,0.12,0.12,0.05,0.03,0.2,0.05,0.0,0.0099999999999997,0.44,0.08,0.13,0.06,0.03,0.22,0.05,0.0,-0.01,3.877023,279.520368764003,200.26511,0,22.26619338989257,1.0128237009048462,14.297293663024902,2.6600701808929443,24.87291145324707,3.61690616607666,19.554073333740234,2.964667797088623,0.0029700291343033,166.5214080810547,9.999999747378752e-05,5.606726169586182,False
12112550,3.424000024795532,0.0401,0.5595,1.298,4.603,15.732264,6.346075,953.71704,2.2018132,0.039902322,259.1621,43200.16,WWA,13.4,-122.165187655351,47.3477473115861,-1421.01,0.0,0.07,0.04,0.1,0.02,0.05,0.72,0.0,0.0,0.0,0.08,0.04,0.1,0.02,0.04,0.72,0.0,0.0,0.0,0.07,0.04,0.1,0.02,0.04,0.73,0.0,0.0,0.0,3.536319,161.10321950578,123.20001,1,13.01591968536377,1.8215397596359253,7.086704254150391,1.9582194089889529,20.39507102966309,1.23828387260437,11.461137771606444,1.0538207292556765,1.0336848497390747,216.67623901367188,0.0147247361019253,3.086531162261963,False
12113000,5.133999824523926,0.031,0.4834,1.317,4.546,12.824662,3.9300103,839.2908,2.0281463,6.252091,257.44434,43200.156,WWA,1067.5,-121.772383100291,47.2686387011782,-1314.96,5.2193,0.6,0.13,0.08,0.02,0.05,0.11,0.01,0.0,0.0,0.64,0.1,0.07,0.02,0.05,0.11,0.01,0.0,0.0,0.67,0.07,0.07,0.02,0.05,0.11,0.01,0.0,0.0,14.984927,278.328302086387,596.24347,44,37.381534576416016,3.2355217933654785,27.949615478515625,3.3304033279418945,37.41228103637695,0.8898183107376099,24.84311866760254,0.741506040096283,2.2195284366607666,586.3938598632812,2.293660879135132,605.9794921875,True
12113346,3.187000036239624,0.0422,0.579,1.294,4.687,15.818549,6.635275,958.73004,2.1934767,0.031474903,258.48267,43200.16,WWA,12.1,-122.204481304432,47.4049657944213,-1349.42,0.0,0.03,0.02,0.04,0.01,0.01,0.88,0.0,0.0,0.01,0.03,0.02,0.04,0.01,0.01,0.89,0.0,0.0,0.0,0.02,0.02,0.04,0.01,0.01,0.89,0.0,0.0,0.01,3.4159043,278.491038049645,100.60009,30,13.166513442993164,2.146023988723755,7.448585510253906,2.008024215698242,18.083786010742188,0.8496937155723572,10.026374816894531,0.6697700619697571,0.1424946635961532,392.508056640625,0.0031148479320108,8.57999038696289,True
12113347,3.2880001068115234,0.0407,0.5707,1.303,4.683,15.778473,6.5208955,957.124,2.1963491,0.0353084,259.10498,43200.16,WWA,6.8,-122.201104339435,47.3691423603218,-1412.27,0.0,0.06,0.03,0.06,0.01,0.02,0.82,0.0,0.0,0.0,0.06,0.03,0.06,0.02,0.02,0.82,0.0,0.0,-0.01,0.05,0.03,0.05,0.01,0.02,0.84,0.0,0.0,0.0,3.7622576,259.52841917281,114.28564,28,18.493144989013672,2.348361253738404,8.60612964630127,2.1524746417999268,30.031036376953125,0.9631717205047609,16.217586517333984,0.7926515340805054,1.93198823928833,544.4694213867188,0.0124593917280435,3.511283159255981,True
12113350,4.873000144958496,0.0314,0.4869,1.325,4.581,13.230663,4.280996,853.7349,2.052142,5.4733415,257.711,43200.156,WWA,1221.7,-121.83187853273,47.2817318870247,-1306.62,4.55555,0.53,0.12,0.08,0.02,0.05,0.19,0.01,0.0,0.0,0.57,0.09,0.07,0.02,0.05,0.19,0.01,0.0,0.0,0.59,0.06,0.07,0.02,0.05,0.2,0.01,0.0,0.0,13.493982,289.032944603697,528.46094,5,37.68815231323242,3.272977590560913,27.581562042236328,3.3171474933624268,36.74693298339844,0.8387939929962158,24.635648727416992,0.7007319927215576,4.9199538230896,298.1790466308594,5.606726169586182,339.8016052246094,False
12113500,7.605999946594238,0.0352,0.5258,1.329,4.557,8.668401,1.705672,732.43805,1.7413278,30.870026,258.38614,43200.16,WWA,24.6,-121.467227349057,47.3266531574661,-1250.42,8.97917,0.88,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.93,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,23.7164,207.902054001118,1178.9069,0,82.84947967529297,3.945866107940674,50.55144119262695,3.9229915142059326,93.75041198730467,0.9779394268989564,62.73949432373047,0.8184319138526917,6.348320484161377,1293.17626953125,0.1529107242822647,31.14847946166992,False
12114000,6.9070000648498535,0.0371,0.5254,1.313,4.551,9.488451,1.9985988,744.3579,1.798115,17.822062,257.6129,43200.16,WWA,16.7,-121.493934819771,47.2903226325484,-1250.0,9.0,0.83,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0.08,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.88,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,21.899864,259.799104613235,1088.5126,4,65.73482513427734,3.6704139709472656,40.08839416503906,3.691086769104004,78.2608642578125,1.0346004962921145,50.79443359375,0.8521406650543213,3.6443991661071777,1308.33935546875,0.0566335991024971,20.331462860107425,False
12114500,7.190000057220459,0.036,0.5212,1.326,4.522,9.486688,2.0818937,749.8159,1.791628,20.087873,256.18698,43200.16,WWA,66.5,-121.49682844763,47.3160925144473,-1255.04,8.74817,0.86,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.89,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.91,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,22.559593,250.525278233697,1074.058,44,69.4578628540039,3.78009295463562,46.05729675292969,3.8298861980438232,78.07222747802734,0.9792972803115844,50.63399887084961,0.8132588267326355,5.595746040344238,1670.1151123046875,0.368118405342102,109.8691864013672,True
12115000,7.183000087738037,0.0345,0.5123,1.316,4.52,9.868773,2.3711834,764.9828,1.8037928,15.677899,253.5577,43200.16,WWA,106.6,-121.530788420676,47.3264254217098,-1273.23,8.42339,0.84,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.86,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.89,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,22.942547,267.629905489073,1005.6437,44,68.82308959960938,3.7886033058166495,48.08472442626953,3.87296462059021,76.43282318115234,0.968901515007019,48.34462738037109,0.7962241768836975,5.103964805603027,1719.23046875,0.5380191802978516,181.2275238037109,True
12115500,7.363999843597412,0.0322,0.509,1.296,4.521,9.988589,2.695948,783.3514,1.774834,8.695217,247.58014,43200.16,WWA,34.7,-121.635930816496,47.3218545648483,-1250.0,9.0,0.87,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.88,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,19.313557,305.342958308822,997.16748,44,81.37522888183594,3.8366947174072266,51.07609558105469,3.933316707611084,106.83506774902344,1.1046983003616333,63.26032257080078,0.9013134837150574,2.5374867916107178,2382.46337890625,0.0880652517080307,82.68505859375,True
12115700,7.348000049591064,0.0285,0.494,1.284,4.47,10.455474,3.1337085,807.5096,1.7837968,5.4648676,243.95337,43200.16,WWA,13.0,-121.705742824406,47.3451236156434,-1250.0,9.00066,0.89,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.9,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,22.063787,9.10474304224101,915.737,39,57.46791076660156,2.6034128665924072,32.04563903808594,3.467161178588867,95.10791015625,2.751896619796753,51.67942810058594,1.9556251764297483,0.0083211977034807,2097.104248046875,9.999999747378752e-05,25.20195198059082,True
12115800,7.63700008392334,0.0267,0.4853,1.284,4.304,10.034255,3.1660852,811.7455,1.7308486,5.0002937,241.77461,43200.16,WWA,5.6,-121.738733061815,47.3807152287959,-1250.01,8.99959,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.76,0.16,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.87,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.01,26.940533,49.2059168172189,938.9541,10,52.18235778808594,2.130923271179199,32.03361892700195,3.4667859077453613,75.97462463378906,3.116511821746826,47.07987594604492,2.5104548931121826,0.0180423986166715,980.933837890625,9.999999747378752e-05,5.436825752258301,False
12116700,7.320000171661377,0.0269,0.4841,1.297,4.336,10.611804,3.344496,819.6917,1.7937716,3.9139483,248.64305,43200.16,WWA,14.5,-121.754147688101,47.3536933255781,-1250.0,9.0,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,18.625851,263.3660656193,881.70081,0,76.23697662353516,3.981831312179565,57.09799575805664,4.044768810272217,75.2793197631836,0.8420816659927368,48.87953186035156,0.6930465698242188,8.458962440490723,1040.452392578125,0.1132671982049942,13.931865692138672,False
12116800,7.158999919891357,0.0267,0.4832,1.289,4.243,10.876713,3.586111,833.5577,1.7998207,3.2999265,245.63724,43200.16,WWA,9.6,-121.781370052334,47.3804785720675,-1251.98,8.92715,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.592007,241.724899464277,824.03479,0,61.46987915039063,3.64754581451416,44.950984954833984,3.805572748184204,66.65374755859375,1.038748264312744,42.85286331176758,0.8326265215873718,1.4500316381454468,1003.4219970703124,0.0141583997756242,9.797613143920898,False
12117000,6.769999980926514,0.0276,0.4799,1.292,4.289,11.75397,3.8826754,848.15295,1.8798057,2.477391,247.45396,43200.16,WWA,44.7,-121.784779713045,47.3650958508147,-1320.24,6.41982,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,16.443279,256.59115158336,695.98096,44,61.589969635009766,3.8337831497192383,49.58090972900391,3.903605937957764,54.79533386230469,0.755200982093811,35.84425735473633,0.6249918341636658,8.899137496948242,1392.0792236328125,0.3964352011680603,62.013790130615234,True
12117700,5.579999923706055,0.0314,0.4918,1.322,4.274,13.772614,5.057625,910.27026,2.0369554,0.30616787,253.21565,43200.16,WWA,18.8,-121.898973870956,47.4136719667823,-1426.17,2.22186,0.88,0.03,0.03,0.05,0.0,0.0,0.01,0.0,0.0,0.88,0.03,0.02,0.05,0.0,0.0,0.01,0.0,0.0099999999999998,0.88,0.03,0.03,0.05,0.0,0.0,0.01,0.0,0.0,8.3468437,203.732858834184,362.92599,5,38.060279846191406,3.254595994949341,26.720685958862305,3.285438060760498,47.879024505615234,0.8239553570747375,26.11430549621582,0.6730569005012512,6.836041927337647,732.592041015625,0.0869325771927833,9.316226959228516,False
12117820,5.679999828338623,0.0308,0.4913,1.316,4.27,13.5609665,4.9927497,907.0903,2.016794,0.35868084,252.4704,43200.16,WWA,24.2,-121.898962973849,47.4197966603603,-1391.96,3.57289,0.89,0.03,0.02,0.04,0.0,0.0,0.01,0.0,0.0099999999999998,0.9,0.03,0.02,0.04,0.0,0.0,0.01,0.0,0.0,0.9,0.02,0.02,0.04,0.0,0.0,0.01,0.0,0.0099999999999998,8.711524,201.707822634507,430.45715,5,13.125577926635742,2.0281386375427246,9.946674346923828,2.297232151031494,15.989343643188477,1.1209282875061035,9.573012351989746,0.94723379611969,0.6499576568603516,275.0713806152344,0.0158574078232049,6.711081504821777,False
12119375,3.806999921798706,0.0389,0.5585,1.286,4.414,15.041378,6.2520385,958.47577,2.1123922,0.058347836,254.6785,43200.16,WWA,21.4,-122.111781772908,47.50450359625,-1345.34,3.65713,0.46,0.09,0.13,0.03,0.04,0.25,0.01,0.0,-0.01,0.46,0.08,0.12,0.04,0.04,0.25,0.0,0.0,0.0099999999999998,0.45,0.08,0.13,0.04,0.04,0.26,0.01,0.0,-0.01,9.2595425,211.509693028992,193.87929,0,,,,,,,,,1.1409852504730225,151.6499481201172,0.022370271384716,2.97326397895813,False
12119500,3.6540000438690186,0.0399,0.5625,1.29,4.403,15.189322,6.3656387,960.3202,2.1242003,0.050210845,255.02432,43200.16,WWA,32.9,-122.130031782573,47.5095811851827,-1317.65,2.5531,0.36,0.08,0.12,0.03,0.04,0.37,0.01,0.0,-0.01,0.36,0.07,0.12,0.03,0.03,0.38,0.0,0.0,0.0099999999999998,0.35,0.07,0.12,0.03,0.03,0.39,0.01,0.0,0.0,8.4148865,225.373351074844,174.65083,0,18.032758712768555,2.2206170558929443,7.828192234039307,2.057715892791748,23.90942001342773,1.1593996286392212,16.17116928100586,1.013826847076416,1.4869190454483032,252.7762756347656,0.0481385588645935,8.183555603027344,False
12119600,3.634000062942505,0.04,0.5629,1.289,4.405,15.216162,6.382158,960.4878,2.1265519,0.049365565,255.11028,43200.16,WWA,34.0,-122.132634836995,47.5104015617642,-1305.56,2.47702,0.35,0.08,0.12,0.03,0.03,0.38,0.01,0.0,0.0,0.36,0.07,0.12,0.03,0.03,0.39,0.0,0.0,0.0,0.34,0.07,0.12,0.03,0.03,0.4,0.01,0.0,0.0,8.40446,232.408323695127,170.31799,0,18.67559242248535,2.384783983230591,9.469724655151367,2.2480998039245605,23.3459415435791,1.0072962045669556,15.611721992492676,0.8707804679870605,2.496563673019409,210.0557098388672,0.0821187198162078,6.909299373626709,False
12119700,3.766000032424927,0.039,0.563,1.283,4.389,14.871396,6.2877645,959.1599,2.0879426,0.06146178,252.32251,43200.16,WWA,17.2,-122.143070721926,47.5437488669264,-1312.98,0.11962,0.32,0.04,0.07,0.02,0.02,0.52,0.0,0.0,0.01,0.32,0.04,0.07,0.01,0.02,0.53,0.0,0.0,0.01,0.31,0.04,0.07,0.01,0.02,0.54,0.0,0.0,0.01,8.4155912,268.915805030743,218.46425,0,18.54314041137696,2.498331546783448,10.450902938842772,2.346688270568848,21.138940811157227,0.8707530498504639,14.032508850097656,0.7416011691093445,1.7686142921447754,215.44937133789065,0.0311484802514314,3.7944512367248535,False
12120600,5.067999839782715,0.0311,0.5003,1.293,4.381,14.111865,5.426721,928.29205,2.0512488,0.23038217,251.56064,43200.16,WWA,46.5,-121.961007387434,47.4450533890303,-1363.14,3.76025,0.67,0.11,0.1,0.02,0.04,0.05,0.0,0.0,0.0099999999999998,0.68,0.1,0.1,0.02,0.04,0.06,0.0,0.0,0.0,0.68,0.09,0.11,0.02,0.04,0.06,0.0,0.0,0.0,10.283462,228.873138091034,338.9213,36,30.551332473754883,3.0051069259643555,20.499794006347656,3.0204148292541504,36.48690032958984,0.8827158808708191,21.739398956298828,0.7386845350265503,3.3545117378234863,633.6300048828125,0.1529107242822647,28.88313674926757,True
12121000,4.703999996185303,0.0334,0.5087,1.32,4.414,14.485038,5.663971,938.19,2.0804138,0.17043066,252.28406,43200.16,WWA,75.0,-121.992421968966,47.4535536085533,-1376.66,3.02458,0.59,0.11,0.13,0.03,0.06,0.09,0.0,0.0,-0.01,0.59,0.11,0.13,0.03,0.06,0.09,0.0,0.0,-0.01,0.59,0.09,0.14,0.03,0.06,0.1,0.0,0.0,-0.01,9.0934935,223.785995165355,277.23416,0,26.742244720458984,2.932060956954956,18.22206115722656,2.90263295173645,28.22753143310547,0.8189157247543335,17.97675895690918,0.6878327131271362,4.454281806945801,688.3890380859375,0.3114848136901855,48.1385612487793,False
12121510,4.75600004196167,0.0329,0.512,1.31,4.327,14.308664,5.624374,938.3895,2.0454917,0.16575328,244.6962,43200.16,WWA,23.9,-121.974754678737,47.5291058705506,-1276.68,3.18392,0.77,0.05,0.06,0.01,0.01,0.1,0.0,0.0,-2.2204460492503086e-16,0.77,0.06,0.05,0.01,0.01,0.1,0.0,0.0,-2.2204460492503086e-16,0.78,0.04,0.05,0.01,0.01,0.1,0.0,0.0,0.0099999999999998,13.987675,344.105233822775,309.37582,1,24.85849380493164,2.742518901824951,14.961244583129885,2.705463171005249,31.41470718383789,0.949432611465454,18.78461265563965,0.7947420477867126,2.53190279006958,501.777099609375,0.0622969605028629,12.346124649047852,False
12121600,4.611999988555908,0.034,0.5113,1.316,4.382,14.5317545,5.720771,940.9265,2.0759954,0.15430649,249.66803,43200.16,WWA,147.3,-121.995073197931,47.4861892001435,-1347.05,3.08676,0.63,0.08,0.1,0.02,0.04,0.13,0.0,0.0,0.0,0.63,0.08,0.1,0.02,0.04,0.13,0.0,0.0,0.0,0.62,0.07,0.11,0.02,0.04,0.14,0.0,0.0,0.0,11.088505,253.703409049123,280.16983,44,25.48915100097656,2.80461859703064,16.9986629486084,2.833134651184082,29.4310359954834,0.9196009635925292,18.34953689575196,0.7697492241859436,2.12483286857605,471.32659912109375,0.3114848136901855,69.0929946899414,True
12121700,4.230000019073486,0.0357,0.5474,1.287,4.365,14.467419,5.9576917,951.6345,2.0496707,0.09084956,247.78688,43200.16,WWA,10.0,-122.073110071878,47.5236766215848,-1347.43,3.22874,0.76,0.05,0.06,0.01,0.01,0.1,0.0,0.0,0.0099999999999998,0.76,0.04,0.06,0.01,0.01,0.11,0.0,0.0,0.0099999999999998,0.75,0.05,0.06,0.01,0.01,0.11,0.0,0.0,0.0099999999999998,13.83777,47.2442231900908,257.95929,0,21.38677978515625,2.055083990097046,9.531538963317873,2.254606246948242,33.98111343383789,1.588459610939026,20.31666374206543,1.3731549978256226,0.1682036221027374,510.2176513671875,0.0016990080475807,5.15365743637085,False
12121810,3.714999914169312,0.0399,0.5568,1.272,4.408,15.442619,6.303845,961.407,2.154635,0.040255293,254.86491,43200.16,WWA,2.5,-122.046618135676,47.5860537525516,-1413.0,0.0,0.08,0.05,0.1,0.03,0.03,0.59,0.12,0.0,0.0,0.08,0.04,0.1,0.04,0.03,0.59,0.12,0.0,0.0,0.05,0.04,0.09,0.03,0.03,0.64,0.13,0.0,-0.01,1.9499279,338.693295651845,126.16199,1,11.34151554107666,0.0082202441990375,1.753426194190979,0.5615717172622681,31.442487716674805,2.5836002826690674,15.08598518371582,2.2112770080566406,0.0364245623350143,288.7995910644531,9.999999747378752e-05,0.7928704023361206,False
12122010,4.182000160217285,0.0356,0.5238,1.294,4.39,14.93664,6.0108356,950.7858,2.1071198,0.10733153,250.96886,43200.16,WWA,260.4,-122.028988328117,47.5307147567071,-1360.05,3.49969,0.43,0.07,0.1,0.03,0.03,0.27,0.08,0.0,-0.01,0.43,0.06,0.09,0.03,0.03,0.27,0.08,0.0,0.01,0.42,0.06,0.1,0.03,0.03,0.29,0.08,0.0,-0.01,8.6499195,317.768173947932,205.50986,0,21.197513580322266,2.754178524017334,15.00639533996582,2.7084765434265137,17.91592788696289,0.7729239463806152,13.298728942871094,0.6598257422447205,1.9293937683105469,135.05755615234375,0.5097023844718933,35.679168701171875,False
12122500,3.721999883651733,0.0367,0.5383,1.261,4.36,15.296108,6.227701,962.5869,2.1308231,0.04521678,252.36023,43200.16,WWA,36.2,-122.057171245464,47.7478864719116,-1395.11,0.0,0.37,0.11,0.17,0.07,0.04,0.24,0.0,0.0,0.0,0.37,0.1,0.17,0.07,0.04,0.25,0.0,0.0,0.0,0.35,0.09,0.17,0.07,0.04,0.28,0.0,0.0,0.0,3.6927254,258.100409311933,119.02491,9,20.45664596557617,2.6901798248291016,14.158123970031738,2.6502885818481445,20.69080924987793,0.7737306952476501,13.309833526611328,0.6308164596557617,3.067593574523926,267.43121337890625,0.1104355230927467,9.62771224975586,False
12123000,3.5439999103546143,0.0364,0.5471,1.25,4.367,15.282869,6.2631097,961.19617,2.1271095,0.04285508,252.98792,43200.16,WWA,26.1,-122.10582279452,47.7717589773189,-1343.82,0.26273,0.27,0.07,0.15,0.06,0.04,0.4,0.01,0.0,0.0,0.27,0.07,0.14,0.05,0.04,0.41,0.01,0.0,0.01,0.24,0.07,0.14,0.06,0.04,0.45,0.01,0.0,-0.01,3.5505068,121.068823506019,115.15266,0,14.120434761047363,2.443528175354004,10.728885650634766,2.3729395866394043,11.381832122802734,0.5969716310501099,7.414550304412842,0.4838043451309204,2.86103630065918,122.61583709716795,0.0792870372533798,3.3980159759521484,False
12123100,3.532000064849853,0.037,0.5479,1.253,4.367,15.32122,6.2881207,962.3675,2.1303914,0.042207643,253.08748,43200.16,WWA,30.0,-122.103689503305,47.7663605581465,-1328.48,0.22874,0.26,0.08,0.16,0.06,0.04,0.4,0.01,0.0,-0.01,0.27,0.07,0.15,0.06,0.04,0.4,0.01,0.0,0.0,0.23,0.07,0.15,0.06,0.04,0.44,0.01,0.0,0.0,3.6324191,118.118786389903,111.67846,2,14.435951232910156,2.412541627883911,11.560547828674316,2.4475982189178467,15.01296615600586,0.6615727543830872,7.973995208740234,0.5129116177558899,2.419649600982666,191.77963256835932,0.0764553621411323,6.059795379638672,False
12123200,3.7920000553131104,0.037,0.5403,1.269,4.367,15.202176,6.2224,962.5115,2.1225939,0.045351323,252.42743,43200.16,WWA,3.7,-122.053112890161,47.6943322550327,-1413.0,0.0,0.36,0.09,0.16,0.03,0.04,0.32,0.0,0.0,0.0,0.37,0.08,0.16,0.03,0.03,0.33,0.0,0.0,0.0,0.34,0.09,0.16,0.03,0.04,0.34,0.0,0.0,-2.2204460492503086e-16,3.404016,272.344637323826,141.04713,2,7.928070545196533,1.891555666923523,6.559876441955566,1.8809717893600464,6.714272975921631,0.553191602230072,3.6918249130249023,0.4346944689750671,2.420906782150269,95.27439880371094,0.0087782079353928,0.3454649746417999,False
12124000,3.7190001010894775,0.038,0.546,1.26,4.42,15.4139595,6.3046594,964.1077,2.1453192,0.040634677,253.19785,43200.16,WWA,33.6,-122.040594197016,47.6576332518787,-1348.92,0.0,0.24,0.1,0.17,0.07,0.05,0.37,0.0,0.0,0.0,0.24,0.09,0.17,0.06,0.05,0.38,0.0,0.0,0.0099999999999998,0.22,0.09,0.17,0.07,0.05,0.41,0.0,0.0,-0.01,4.2728429,234.780531410044,114.45258,2,19.0186824798584,2.6635327339172363,13.456275939941406,2.599445581436157,16.822175979614258,0.7209570407867432,11.782015800476074,0.606028139591217,3.7004759311676025,178.29566955566406,0.1245939210057258,6.003161430358887,False
