official_id,prcp (mm/day),high_prcp_freq (fraction),low_prcp_freq (fraction),high_prcp_duration (days),low_prcp_duration (days),tmax (degrees c),tmin (degrees c),vp (pa),pet (mm/day),swe (kg/m2),srad (w/m2),dayl (s),region,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,elevation_m,n_daymet_concurrent_hyd_years,mean_annual_uar_hyd,mean_annual_log_uar_hyd,median_annual_uar_hyd,median_annual_log_uar_hyd,stdev_annual_uar_hyd,stdev_annual_log_uar_hyd,mad_annual_uar_hyd,mad_annual_log_uar_hyd,min_nonzero_uar,max_uar,min_nonzero_discharge,max_discharge,active
12093500,5.873000144958496,0.0292,0.4934,1.375,4.639,11.22718,2.4871764,769.5777,1.9764543,303.56973,270.4433,43200.156,WWA,437.9,-122.006325374932,46.9114503350427,-1239.86,6.3447,0.57,0.18,0.17,0.01,0.01,0.01,0.01,0.03,0.0099999999999998,0.66,0.13,0.14,0.01,0.01,0.01,0.01,0.03,0.0,0.72,0.09,0.11,0.01,0.01,0.01,0.01,0.03,0.01,17.841238,280.728183929185,1002.2997,44,46.93326950073242,3.670235395431519,38.26631164550781,3.6445698738098153,38.3485221862793,0.5603070259094238,21.639074325561523,0.4257421195507049,3.750353336334229,851.775146484375,1.6706912517547607,379.4451293945313,True
12093900,6.491000175476074,0.0267,0.495,1.349,4.529,9.190463,1.2536159,717.4909,1.8316618,334.435,270.80423,43200.16,WWA,197.6,-121.863226739528,46.9703592360833,-1317.13,7.12592,0.71,0.1,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.74,0.07,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.76,0.06,0.13,0.01,0.01,0.01,0.01,0.02,-0.01,24.485689,317.986399062362,1287.1453,0,62.18510437011719,3.918741464614868,47.92257308959961,3.869586706161499,52.068119049072266,0.6161997318267822,32.58549499511719,0.4904237687587738,10.904536247253418,846.5364379882812,2.1520767211914062,167.06912231445312,False
12094000,6.426000118255615,0.0269,0.4948,1.346,4.523,9.325555,1.3430374,721.43256,1.8395942,324.4855,270.42938,43200.156,WWA,204.9,-121.868901015461,46.97182040088,-1320.06,7.03658,0.71,0.1,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.74,0.07,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.76,0.06,0.12,0.01,0.01,0.01,0.01,0.02,0.0,24.08956,320.42755829696,1262.2018,32,60.43716812133789,3.886993885040283,47.11406326293945,3.852571487426758,54.77506256103516,0.6189133524894714,31.045597076416016,0.4811578392982483,5.542830944061279,1441.1361083984375,1.1326719522476196,294.4947204589844,True
12094400,5.942999839782715,0.0257,0.5012,1.329,4.309,10.330978,2.3416846,765.2643,1.8437201,20.329773,260.56558,43200.156,WWA,57.9,-121.894365795511,47.0586356937928,-1271.42,7.92885,0.76,0.16,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.84,0.1,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,23.077436,294.301196539973,1068.105,0,52.992897033691406,3.705517292022705,42.9520149230957,3.7600836753845215,50.30117416381836,0.720571756362915,29.00078773498535,0.5722948908805847,8.297548294067383,1059.15771484375,0.481385588645935,61.44745635986328,False
12095000,4.826000213623047,0.0284,0.4993,1.329,4.403,12.855038,3.8127568,835.2802,2.0306442,7.053607,259.33426,43200.156,WWA,205.5,-121.963602327495,47.0836754757513,-1316.95,5.49335,0.67,0.2,0.09,0.02,0.02,0.02,0.0,0.0,-0.02,0.8,0.09,0.06,0.01,0.02,0.02,0.0,0.0,0.0,0.83,0.06,0.06,0.01,0.01,0.02,0.0,0.0,0.01,15.226775,297.438375253498,676.06256,36,32.03668975830078,3.0704901218414307,23.51676750183105,3.1577136516571045,37.37615966796875,0.8892639875411987,21.28557014465332,0.7218379378318787,2.888023853302002,1032.8123779296875,0.5946527719497681,212.6591644287109,True
12096500,5.178999900817871,0.0279,0.4903,1.366,4.635,12.254743,3.2810278,806.12585,2.024816,159.44565,265.7401,43200.156,WWA,1142.9,-122.007946869804,46.9974345805737,-1283.19,4.75596,0.57,0.17,0.14,0.02,0.02,0.06,0.01,0.01,0.0,0.64,0.11,0.12,0.02,0.02,0.06,0.01,0.01,0.01,0.69,0.08,0.1,0.02,0.02,0.07,0.01,0.02,-0.01,15.695539,298.095973461733,810.02722,17,42.67164993286133,3.552872657775879,33.19908142089844,3.5025222301483154,40.79436111450195,0.5845541954040527,21.21991920471192,0.4539891481399536,8.037672996520996,1108.3001708984375,9.118009567260742,1257.265869140625,True
12096600,8.49899959564209,0.0306,0.5123,1.391,4.909,4.674079,-2.251435,573.5623,1.7129709,1481.4781,311.01215,43200.156,WWA,42.4,-121.682255298153,46.8850988941746,-1289.34,7.06085,0.29,0.08,0.39,0.01,0.01,0.02,0.02,0.18,0.0,0.29,0.09,0.39,0.01,0.01,0.02,0.02,0.18,-0.01,0.29,0.08,0.37,0.01,0.01,0.02,0.02,0.2,0.0,24.981794,67.4839563057273,2087.5225,0,81.44237518310547,4.04859733581543,47.91725158691406,3.8694756031036377,70.52640533447266,0.8345561027526855,57.76464080810547,0.7357138395309448,16.19738006591797,438.6790466308594,0.6796032190322876,18.405920028686523,False
12097000,5.931000232696533,0.0317,0.5052,1.368,4.737,8.633071,0.4160518,660.2834,1.8796941,301.57852,286.22012,43200.16,WWA,556.8,-121.622026317153,46.9787474134286,-1278.32,7.59982,0.75,0.08,0.12,0.01,0.01,0.01,0.01,0.02,-0.01,0.76,0.08,0.11,0.01,0.01,0.01,0.01,0.02,-0.01,0.73,0.07,0.14,0.01,0.01,0.01,0.01,0.03,-0.01,24.062807,10.9631565610243,1427.8304,0,45.53960037231445,3.6455352306365967,36.342872619628906,3.5929980278015137,30.97325134277344,0.5671703815460205,22.125762939453125,0.4636606574058532,8.453007698059082,521.3531494140625,4.72890567779541,291.6630249023437,False
12097500,5.047999858856201,0.0379,0.5351,1.344,4.586,9.597506,1.0641078,678.32336,1.9242324,52.470985,280.17618,43200.16,WWA,189.8,-121.484465625757,47.0860254603318,-1250.06,9.01645,0.88,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.89,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.72,0.05,0.21,0.01,0.0,0.0,0.0,0.0,0.01,22.55167,305.895986587585,1210.4083,30,31.799619674682617,3.082537651062012,22.163963317871094,3.0984678268432617,33.33399963378906,0.8680151700973511,21.56273078918457,0.7244590520858765,3.2279059886932373,819.6204833984375,0.6144745349884033,156.02557373046875,True
12097850,5.659999847412109,0.0303,0.491,1.361,4.598,9.443422,1.0787146,690.99475,1.8991405,183.51404,278.43924,43200.16,WWA,970.0,-121.624745861831,47.0338680142983,-1271.66,7.98293,0.77,0.09,0.1,0.01,0.0,0.0,0.0,0.01,0.02,0.79,0.08,0.09,0.01,0.0,0.0,0.0,0.01,0.02,0.76,0.07,0.13,0.01,0.0,0.0,0.0,0.01,0.02,23.332056,350.34193626343,1261.9846,28,40.246826171875,3.4926555156707764,31.48770904541016,3.4495973587036133,32.5001220703125,0.6109089255332947,20.45345497131348,0.4905679821968078,7.405442237854004,594.767822265625,7.192467212677002,577.6627197265625,True
12098500,5.64300012588501,0.0297,0.4854,1.351,4.588,9.649081,1.2543663,700.61285,1.9045956,175.09932,276.63647,43200.16,WWA,1039.3,-121.640781324328,47.0414986541998,-1273.68,7.97277,0.76,0.1,0.1,0.01,0.0,0.0,0.0,0.01,0.02,0.79,0.09,0.09,0.01,0.0,0.0,0.0,0.01,0.01,0.76,0.07,0.13,0.01,0.0,0.0,0.0,0.01,0.02,22.728825,345.611909062037,1226.5818,24,39.78086471557617,3.4775068759918213,31.89995384216309,3.462604522705078,29.64707565307617,0.6317641139030457,20.24866485595703,0.5074561238288879,1.6086301803588867,354.4439392089844,1.6706912517547607,368.118408203125,False
12099200,5.598999977111816,0.0297,0.4847,1.355,4.604,9.808819,1.3698862,706.566,1.913212,165.3662,276.22684,43200.16,WWA,1062.3,-121.64722417171,47.0442540840839,-1273.92,7.80968,0.75,0.1,0.1,0.01,0.01,0.0,0.0,0.01,0.02,0.78,0.09,0.09,0.01,0.01,0.0,0.0,0.01,0.01,0.76,0.07,0.12,0.02,0.01,0.01,0.0,0.01,0.0,22.39451,342.521379104871,1207.1055,20,37.94855499267578,3.4001119136810303,27.66559791564941,3.3201897144317627,29.42081451416016,0.6775070428848267,21.24728012084961,0.5502594709396362,1.7184592485427856,340.49969482421875,1.8292652368545528,362.4550476074219,True
12099300,5.959000110626221,0.0248,0.4867,1.317,4.319,12.064941,3.701868,835.04877,1.9346157,1.5191017,255.59903,43200.16,WWA,12.3,-121.875450867947,47.2152468555997,-1297.84,7.24275,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,17.782969,194.424609798953,756.85437,0,53.55995559692383,3.51983642578125,40.405372619628906,3.698962688446045,72.011962890625,1.0218799114227295,35.01810836791992,0.78713458776474,2.376786708831787,1150.36474609375,0.0283167995512485,13.705330848693848,False
12099400,5.392000198364258,0.0258,0.4884,1.34,4.327,13.125518,4.182966,859.1031,2.0260818,0.9708276,255.90953,43200.16,WWA,22.3,-121.895346620347,47.2038492979123,-1387.52,3.87922,0.76,0.1,0.09,0.03,0.01,0.01,0.0,0.0,0.0,0.78,0.1,0.08,0.03,0.01,0.01,0.0,0.0,-0.01,0.84,0.07,0.05,0.03,0.01,0.01,0.0,0.0,-0.01,14.01701,224.599957500079,588.62341,0,39.0322265625,3.365891933441162,31.72884178161621,3.457226037979126,47.38174057006836,0.7388566732406616,22.81141471862793,0.5977368354797363,4.362715721130371,909.5601196289062,0.0934454426169395,19.481958389282227,False
12099500,5.09499979019165,0.0264,0.4905,1.329,4.331,13.637691,4.427486,871.0628,2.0709014,0.7586487,256.3944,43200.16,WWA,31.9,-121.911941747048,47.1982483903988,-1367.74,2.71337,0.68,0.12,0.11,0.03,0.03,0.03,0.0,0.0,0.0,0.69,0.11,0.11,0.03,0.03,0.03,0.0,0.0,0.0,0.73,0.09,0.09,0.03,0.03,0.03,0.0,0.0,0.0,12.472595,240.559363090343,505.93167,0,29.432252883911133,3.072502851486206,22.222013473510746,3.101083278656006,33.43096160888672,0.7521975636482239,17.791393280029297,0.5985327959060669,3.19996976852417,622.21630859375,0.1019404828548431,19.821760177612305,False
12100000,5.578000068664551,0.0295,0.4834,1.362,4.602,9.943544,1.4749007,712.2254,1.9195617,160.2523,275.69287,43200.16,WWA,1104.7,-121.658113591884,47.0500563201787,-1274.5,7.58942,0.75,0.1,0.1,0.02,0.01,0.01,0.0,0.01,0.0,0.77,0.09,0.09,0.02,0.01,0.01,0.0,0.01,0.0,0.75,0.07,0.12,0.02,0.01,0.01,0.0,0.01,0.0099999999999998,21.92795,337.565630081659,1177.8286,23,14.484034538269045,1.9649250507354736,5.428208827972412,1.6916091442108154,24.811443328857425,1.1015125513076782,14.03139591217041,0.9104570150375366,0.7937474846839905,345.6642150878906,0.8778207898139954,382.27679443359375,False
12100490,5.35699987411499,0.0293,0.4824,1.351,4.609,10.580493,1.9611214,736.7578,1.9534845,145.75302,273.82666,43200.16,WWA,1226.7,-121.703747057927,47.0670684276775,-1264.86,7.10714,0.69,0.1,0.11,0.02,0.03,0.03,0.01,0.01,0.0,0.71,0.09,0.1,0.02,0.03,0.03,0.01,0.01,0.0,0.69,0.07,0.13,0.02,0.03,0.03,0.01,0.01,0.0099999999999998,20.042679,335.249446840611,1076.8314,14,37.414493560791016,3.4246208667755127,29.293678283691406,3.3773717880249023,25.86115074157715,0.6183626651763916,19.17487525939941,0.5080464482307434,7.450282096862793,169.53428649902344,9.146326065063477,208.12847900390625,True
12100496,5.348999977111816,0.0293,0.4824,1.351,4.611,10.599169,1.9762672,737.4734,1.9541266,145.34831,273.67316,43200.16,WWA,1230.5,-121.705241480395,47.0676438389723,-1264.96,7.08657,0.69,0.1,0.11,0.02,0.03,0.03,0.01,0.01,0.0,0.71,0.09,0.1,0.02,0.03,0.03,0.01,0.01,0.0,0.69,0.07,0.13,0.02,0.03,0.03,0.01,0.01,0.0099999999999998,20.005535,334.874474847146,1074.2987,18,21.12625503540039,2.5161452293396,10.357799530029297,2.337739944458008,28.877906799316406,0.9702222943305968,17.670364379882812,0.8249726295471191,2.670010566711426,301.52703857421875,3.2847487926483154,370.9500732421875,False
12100500,5.336999893188477,0.0293,0.4826,1.354,4.61,10.627439,1.9973724,738.4088,1.9558442,144.77245,273.63043,43200.16,WWA,1234.2,-121.70690166104,47.0682837154459,-1264.48,7.06388,0.68,0.1,0.11,0.02,0.03,0.03,0.01,0.01,0.0099999999999998,0.71,0.08,0.1,0.02,0.03,0.03,0.01,0.01,0.01,0.69,0.07,0.13,0.02,0.03,0.04,0.01,0.01,0.0,19.948818,334.328401500517,1070.7776,0,13.392186164855955,1.790092945098877,4.217431545257568,1.4392262697219849,23.590625762939453,1.159462809562683,14.032058715820312,0.9551612734794616,0.7334662675857544,309.4310607910156,0.9061375856399536,382.27679443359375,False
12101500,5.169000148773193,0.0277,0.4829,1.357,4.646,11.582973,2.7415204,775.9349,1.9992088,135.03761,269.59106,43200.156,WWA,2448.2,-121.863238903633,47.0398041198056,-1273.23,5.7822,0.61,0.13,0.12,0.02,0.03,0.06,0.01,0.01,0.01,0.66,0.1,0.11,0.02,0.03,0.07,0.01,0.01,-0.01,0.67,0.08,0.11,0.02,0.03,0.07,0.01,0.01,0.0,17.507233,310.957921344213,919.96967,44,38.85651016235352,3.4849555492401123,32.52290725708008,3.4819447994232178,28.240938186645508,0.5723276734352112,17.783082962036133,0.4471680819988251,4.613178730010986,435.9453430175781,11.326720237731934,1070.375,True
12102025,3.11299991607666,0.0395,0.5791,1.374,4.968,15.877999,6.152039,921.6913,2.240465,0.048932858,262.38263,43200.16,WWA,3.0,-122.343008326034,47.1674575784507,-1413.0,0.0,0.08,0.03,0.06,0.01,0.02,0.8,0.0,0.0,0.0,0.07,0.03,0.06,0.01,0.01,0.8,0.0,0.0,0.02,0.06,0.02,0.05,0.01,0.01,0.84,0.01,0.0,0.0,3.6058483,51.8384940688412,122.81604,2,14.26662540435791,2.514999866485596,12.044970512390137,2.488647222518921,14.95838451385498,0.4514404535293579,5.446043014526367,0.2997380495071411,3.613491296768189,315.0223083496094,0.0110435523092746,0.96277117729187,False
12102075,3.0859999656677246,0.0397,0.5794,1.364,4.859,15.963715,6.0772195,920.69366,2.2557023,0.04976069,262.6194,43200.16,WWA,46.9,-122.293930727905,47.1478862270263,-1398.93,0.0,0.06,0.02,0.05,0.01,0.02,0.83,0.0,0.0,0.01,0.06,0.02,0.05,0.01,0.02,0.84,0.0,0.0,0.0,0.05,0.02,0.04,0.01,0.01,0.86,0.0,0.0,0.01,2.6419604,317.96257284327,116.67,24,49.97872543334961,3.8844985961914062,48.274391174316406,3.876901149749756,12.641197204589844,0.2264679670333862,8.962089538574219,0.1747805327177047,27.753570556640625,228.75669860839844,0.934454381465912,7.702169418334961,False
12102140,3.1670000553131104,0.0387,0.5758,1.371,4.98,15.78073,6.172094,921.6441,2.2279115,0.05011159,262.42078,43200.16,WWA,7.4,-122.372675143845,47.1837399020001,-1413.0,0.0,0.08,0.03,0.09,0.01,0.06,0.72,0.0,0.0,0.01,0.08,0.03,0.09,0.01,0.07,0.72,0.0,0.0,0.0,0.08,0.03,0.09,0.01,0.06,0.74,0.0,0.0,-0.01,3.987165,28.1570724012149,119.4978,5,42.173072814941406,3.620396375656128,33.61359024047852,3.514930486679077,42.86370086669922,0.3754680752754211,14.88766384124756,0.2263798266649246,19.814329147338867,675.8101196289062,0.1585740745067596,5.408508777618408,False
12102190,3.200000047683716,0.0384,0.5758,1.372,4.982,15.710964,6.0621333,915.25195,2.2294157,0.0520968,263.77475,43200.16,WWA,5.4,-122.388869595179,47.1637783104471,-1413.0,0.0,0.0,0.0,0.09,0.01,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.1,0.81,0.0,0.0,0.0,1.1027408,259.554569299032,132.04669,5,22.276683807373047,0.6834032535552979,4.65247106552124,1.5373984575271606,59.06381607055664,2.964321613311768,27.56379127502441,2.49845027923584,0.0164300724864006,1046.8060302734375,9.999999747378752e-05,6.371280193328857,True
12102212,3.1670000553131104,0.0389,0.577,1.392,5.014,15.799623,6.185177,919.95355,2.2302458,0.050175685,262.64575,43200.156,WWA,9.2,-122.390281398148,47.1800567983912,-1413.0,0.0,0.09,0.02,0.1,0.01,0.09,0.68,0.0,0.0,0.0099999999999998,0.08,0.02,0.1,0.01,0.09,0.69,0.0,0.0,0.01,0.08,0.02,0.1,0.01,0.08,0.71,0.0,0.0,0.0,3.0396445,290.233108907067,119.25714,2,23.44668769836425,2.6330177783966064,10.457891464233398,2.3473567962646484,44.142555236816406,0.8426085710525513,20.687744140625,0.6613325476646423,5.704304218292236,560.9232788085938,0.0509702414274215,5.012073516845703,False
12102900,3.1989998817443848,0.0407,0.5726,1.335,4.918,15.833566,6.460884,942.2106,2.2129679,0.04395881,261.23096,43200.16,WWA,12.1,-122.300051892506,47.2760343348251,-1407.09,0.0,0.14,0.05,0.12,0.03,0.03,0.6,0.02,0.0,0.01,0.15,0.05,0.11,0.03,0.03,0.61,0.02,0.0,0.0,0.12,0.05,0.11,0.03,0.03,0.64,0.02,0.0,0.0,3.9376178,235.542490444084,99.883507,2,10.689804077148438,1.5031638145446775,2.979702472686768,1.0918234586715698,23.65305519104004,1.0993292331695557,11.733675003051758,0.8745988607406616,1.3294055461883545,291.093994140625,0.0164237432181835,3.596233606338501,False
12103000,3.2260000705718994,0.0406,0.5748,1.344,4.94,15.781875,6.5013833,942.3241,2.2044861,0.042923197,261.10303,43200.16,WWA,20.7,-122.324682893678,47.2946826509014,-1413.0,0.0,0.07,0.03,0.08,0.04,0.03,0.74,0.0,0.0,0.01,0.07,0.03,0.08,0.04,0.03,0.74,0.0,0.0,0.01,0.06,0.03,0.07,0.04,0.03,0.77,0.0,0.0,0.0,3.4176764,194.1264387519,99.087692,2,11.55001163482666,2.1920981407165527,7.457873344421387,2.009270191192627,13.975939750671388,0.607611358165741,6.7536301612854,0.464733749628067,3.579779148101806,222.2446136474609,0.0679603219032287,4.219202995300293,False
12103020,3.183000087738037,0.0405,0.5742,1.349,4.96,15.863129,6.490684,941.4345,2.215167,0.042315606,261.36942,43200.16,WWA,43.5,-122.317045554775,47.2789419653778,-1378.19,0.0,0.09,0.04,0.1,0.04,0.04,0.68,0.01,0.0,0.0,0.1,0.04,0.09,0.04,0.04,0.69,0.01,0.0,-0.01,0.08,0.04,0.09,0.04,0.04,0.72,0.01,0.0,-0.02,3.8799691,209.95765633812,91.746933,4,19.01716423034668,2.495932579040528,9.761810302734377,2.278477907180786,24.72543907165528,0.8625932931900024,15.189648628234863,0.7055869102478027,2.2777557373046875,238.8389587402344,0.099108800292015,10.39226531982422,False
12103380,4.908999919891357,0.0427,0.5568,1.345,4.657,9.8117,1.2502642,686.4574,1.9306926,30.301752,275.5147,43200.16,WWA,42.5,-121.340153363663,47.1755354145871,-1263.35,9.4945,0.88,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.89,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,24.465179,275.734054626879,1159.0519,7,39.00593948364258,3.1094794273376465,24.51694107055664,3.199364423751831,51.40504455566406,1.0823174715042114,30.559803009033203,0.9014351963996888,2.849265813827514,854.77978515625,0.1217622384428978,36.52867126464844,False
12103400,5.043000221252441,0.0415,0.5487,1.345,4.653,9.930689,1.3715955,695.38617,1.9242187,27.697536,271.8176,43200.156,WWA,90.0,-121.371995891597,47.174462181803,-1254.95,9.17254,0.85,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.89,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.92,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,24.325205,299.235706537772,1124.3552,0,40.24782943725586,3.1678736209869385,24.19135856628418,3.185995578765869,48.429534912109375,1.0384608507156372,31.787078857421875,0.8603153228759766,3.1417346000671387,857.6934814453125,0.2831679880619049,77.30486297607422,False
12103500,6.211999893188477,0.0397,0.5328,1.326,4.645,10.075002,1.9823217,737.39557,1.8846079,18.38806,265.95984,43200.16,WWA,29.4,-121.420003182601,47.2742335899542,-1267.99,7.96201,0.85,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,21.476233,167.5125714736,1019.4296,0,65.49591827392578,3.613687038421631,39.930084228515625,3.6871299743652335,82.12505340576172,1.1103436946868896,51.70629119873047,0.9208991527557372,2.85214900970459,1235.93115234375,0.0849504023790359,36.81184005737305,False
12104000,5.927000045776367,0.0406,0.5349,1.312,4.621,10.453954,2.1418216,743.3194,1.9122471,12.023232,267.9532,43200.16,WWA,12.2,-121.469212072778,47.2449877768081,-1250.0,9.0,0.83,0.1,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.86,0.07,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.89,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,20.553822,167.513412357592,1026.3193,0,62.44663238525391,3.624492645263672,39.56560897827149,3.677960395812988,75.75184631347656,1.0302947759628296,48.01959991455078,0.8499692678451538,3.043508291244507,2013.397705078125,0.0368118397891521,24.352447509765625,False
12104500,5.382999897003174,0.0409,0.5361,1.325,4.585,10.412393,1.8353231,722.8032,1.9303792,19.011723,266.45178,43200.156,WWA,249.1,-121.42307910612,47.205043786749,-1242.09,8.40452,0.85,0.1,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,0.89,0.07,0.03,0.01,0.01,0.0,0.0,0.0,-0.01,0.89,0.05,0.04,0.01,0.01,0.0,0.0,0.0,0.0,23.415289,282.982695442602,1014.7094,12,42.31843185424805,3.201244831085205,26.594348907470703,3.280698776245117,55.81715774536133,1.0661848783493042,32.936065673828125,0.886406421661377,2.273021459579468,1704.76611328125,0.5663359761238098,424.75201416015625,False
12104700,5.755000114440918,0.0391,0.5349,1.284,4.613,11.149537,2.5733716,764.6599,1.9482018,7.204305,266.36707,43200.16,WWA,8.3,-121.55307771142,47.2302136275443,-1236.44,8.38343,0.86,0.09,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.91,0.06,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,28.081932,223.792362338925,883.15973,0,42.28031539916992,3.336688041687012,30.12569808959961,3.405378580093384,47.67593765258789,0.8950907588005066,29.16986656188965,0.7522649168968201,5.077364921569824,693.906494140625,0.0424752011895179,5.804944038391113,False
12105000,6.434999942779541,0.0378,0.5284,1.294,4.572,10.107948,2.2111156,752.5955,1.8471668,11.34748,258.36795,43200.16,WWA,22.2,-121.522349191894,47.2648599791213,-1250.0,9.0,0.81,0.11,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.84,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.83,0.08,0.07,0.01,0.0,0.0,0.0,0.0,0.01,20.333658,253.942218437804,1005.0142,0,63.92322540283203,3.776327848434448,47.25810623168945,3.855624198913574,65.95809936523438,0.8892319202423096,42.16989517211914,0.733831524848938,5.364433288574219,1507.150146484375,0.1189305633306503,33.413822174072266,False
12105500,6.570000171661377,0.025,0.4865,1.284,4.345,10.905254,3.122142,805.7056,1.8376201,3.4804635,250.18567,43200.16,WWA,23.4,-121.813808213404,47.2287981199478,-1250.0,8.99997,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,24.607216,45.889953716299,889.37311,0,68.19866180419922,3.821993350982666,48.37716674804688,3.879027843475342,77.0094223022461,0.8975956439971924,46.035587310791016,0.7381412386894226,7.063065528869629,1199.753662109375,0.2067126333713531,35.112831115722656,False
12105700,6.939000129699707,0.0303,0.495,1.282,4.449,10.78151,3.0890129,803.07074,1.8410137,5.4078574,253.57593,43200.16,WWA,42.7,-121.701854359184,47.3018240048344,-1254.26,8.84344,0.8,0.14,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.9,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,19.310102,246.496667535424,874.62726,0,59.877742767333984,3.5890486240386963,44.395538330078125,3.79313898086548,65.44351959228516,1.097863793373108,42.20003890991211,0.8808044195175171,0.7951439619064331,1159.5850830078125,0.0339801609516143,49.55440139770508,False
12105710,6.760000228881836,0.0286,0.4765,1.285,4.388,11.310946,3.4288206,821.7888,1.868555,3.993966,250.86778,43200.16,WWA,66.2,-121.740484158,47.3119964453451,-1294.2,7.37625,0.83,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.87,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.91,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,18.371576,242.330051537289,773.5672,8,55.43002700805664,3.442779541015625,37.3170051574707,3.619449138641357,69.56197357177734,1.2277754545211792,41.72022247314453,0.9198949933052064,0.0023119994439184,1112.96337890625,9.999999747378752e-05,48.1385612487793,False
12106000,6.432000160217285,0.0257,0.4868,1.304,4.392,11.72836,3.6182404,831.6407,1.8908459,1.9499774,247.81898,43200.16,WWA,10.4,-121.819338019972,47.2650745185426,-1257.98,8.70697,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.95,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.800034,62.0965231350179,727.02002,0,67.21601104736328,3.595114231109619,41.86627197265625,3.734480619430542,90.68318939208984,1.1891571283340454,52.79838180541992,0.9582693576812744,1.8666490316390991,1466.6527099609375,0.0198217593133449,15.57423973083496,False
